Matchname,Half,Time,Player1Name,Player1ClubName,XPos,Ypos
Manchester City v Liverpool,First Half,600.60,David SILVA,Manchester City,-22.01,-20.44
Manchester City v Liverpool,First Half,600.70,David SILVA,Manchester City,-22.24,-20.50
Manchester City v Liverpool,First Half,600.80,David SILVA,Manchester City,-22.47,-20.56
Manchester City v Liverpool,First Half,600.90,David SILVA,Manchester City,-22.70,-20.63
Manchester City v Liverpool,First Half,601.00,David SILVA,Manchester City,-22.94,-20.70
Manchester City v Liverpool,First Half,601.10,David SILVA,Manchester City,-23.17,-20.77
Manchester City v Liverpool,First Half,601.20,David SILVA,Manchester City,-23.41,-20.85
Manchester City v Liverpool,First Half,601.30,David SILVA,Manchester City,-23.65,-20.93
Manchester City v Liverpool,First Half,601.40,David SILVA,Manchester City,-23.89,-21.01
Manchester City v Liverpool,First Half,601.50,David SILVA,Manchester City,-24.15,-21.07
Manchester City v Liverpool,First Half,601.60,David SILVA,Manchester City,-24.43,-21.12
Manchester City v Liverpool,First Half,601.70,David SILVA,Manchester City,-24.74,-21.15
Manchester City v Liverpool,First Half,601.80,David SILVA,Manchester City,-25.08,-21.16
Manchester City v Liverpool,First Half,601.90,David SILVA,Manchester City,-25.44,-21.15
Manchester City v Liverpool,First Half,602.00,David SILVA,Manchester City,-25.83,-21.12
Manchester City v Liverpool,First Half,602.10,David SILVA,Manchester City,-26.21,-21.08
Manchester City v Liverpool,First Half,602.20,David SILVA,Manchester City,-26.58,-21.05
Manchester City v Liverpool,First Half,602.30,David SILVA,Manchester City,-26.91,-21.02
Manchester City v Liverpool,First Half,602.40,David SILVA,Manchester City,-27.22,-20.99
Manchester City v Liverpool,First Half,602.50,David SILVA,Manchester City,-27.50,-20.97
Manchester City v Liverpool,First Half,602.60,David SILVA,Manchester City,-27.74,-20.96
Manchester City v Liverpool,First Half,602.70,David SILVA,Manchester City,-27.97,-20.95
Manchester City v Liverpool,First Half,602.80,David SILVA,Manchester City,-28.19,-20.94
Manchester City v Liverpool,First Half,602.90,David SILVA,Manchester City,-28.39,-20.93
Manchester City v Liverpool,First Half,603.00,David SILVA,Manchester City,-28.59,-20.93
Manchester City v Liverpool,First Half,603.10,David SILVA,Manchester City,-28.77,-20.93
Manchester City v Liverpool,First Half,603.20,David SILVA,Manchester City,-28.96,-20.92
Manchester City v Liverpool,First Half,603.30,David SILVA,Manchester City,-29.12,-20.92
Manchester City v Liverpool,First Half,603.40,David SILVA,Manchester City,-29.28,-20.93
Manchester City v Liverpool,First Half,603.50,David SILVA,Manchester City,-29.42,-20.93
Manchester City v Liverpool,First Half,603.60,David SILVA,Manchester City,-29.55,-20.94
Manchester City v Liverpool,First Half,603.70,David SILVA,Manchester City,-29.66,-20.95
Manchester City v Liverpool,First Half,603.80,David SILVA,Manchester City,-29.76,-20.96
Manchester City v Liverpool,First Half,603.90,David SILVA,Manchester City,-29.86,-20.99
Manchester City v Liverpool,First Half,604.00,David SILVA,Manchester City,-29.97,-21.02
Manchester City v Liverpool,First Half,604.10,David SILVA,Manchester City,-30.08,-21.07
Manchester City v Liverpool,First Half,604.20,David SILVA,Manchester City,-30.21,-21.14
Manchester City v Liverpool,First Half,604.30,David SILVA,Manchester City,-30.35,-21.22
Manchester City v Liverpool,First Half,604.40,David SILVA,Manchester City,-30.50,-21.31
Manchester City v Liverpool,First Half,604.50,David SILVA,Manchester City,-30.66,-21.42
Manchester City v Liverpool,First Half,604.60,David SILVA,Manchester City,-30.82,-21.53
Manchester City v Liverpool,First Half,604.70,David SILVA,Manchester City,-30.99,-21.64
Manchester City v Liverpool,First Half,604.80,David SILVA,Manchester City,-31.14,-21.75
Manchester City v Liverpool,First Half,604.90,David SILVA,Manchester City,-31.28,-21.85
Manchester City v Liverpool,First Half,605.00,David SILVA,Manchester City,-31.41,-21.93
Manchester City v Liverpool,First Half,605.10,David SILVA,Manchester City,-31.52,-22.01
Manchester City v Liverpool,First Half,605.20,David SILVA,Manchester City,-31.61,-22.07
Manchester City v Liverpool,First Half,605.30,David SILVA,Manchester City,-31.67,-22.11
Manchester City v Liverpool,First Half,605.40,David SILVA,Manchester City,-31.76,-22.15
Manchester City v Liverpool,First Half,605.50,David SILVA,Manchester City,-31.86,-22.20
Manchester City v Liverpool,First Half,605.60,David SILVA,Manchester City,-31.98,-22.25
Manchester City v Liverpool,First Half,605.70,David SILVA,Manchester City,-32.12,-22.29
Manchester City v Liverpool,First Half,605.80,David SILVA,Manchester City,-32.28,-22.33
Manchester City v Liverpool,First Half,605.90,David SILVA,Manchester City,-32.46,-22.38
Manchester City v Liverpool,First Half,606.00,David SILVA,Manchester City,-32.65,-22.41
Manchester City v Liverpool,First Half,606.10,David SILVA,Manchester City,-32.83,-22.43
Manchester City v Liverpool,First Half,606.20,David SILVA,Manchester City,-33.00,-22.45
Manchester City v Liverpool,First Half,606.30,David SILVA,Manchester City,-33.18,-22.46
Manchester City v Liverpool,First Half,606.40,David SILVA,Manchester City,-33.36,-22.47
Manchester City v Liverpool,First Half,606.50,David SILVA,Manchester City,-33.55,-22.48
Manchester City v Liverpool,First Half,606.60,David SILVA,Manchester City,-33.73,-22.48
Manchester City v Liverpool,First Half,606.70,David SILVA,Manchester City,-33.91,-22.48
Manchester City v Liverpool,First Half,606.80,David SILVA,Manchester City,-34.09,-22.48
Manchester City v Liverpool,First Half,606.90,David SILVA,Manchester City,-34.26,-22.49
Manchester City v Liverpool,First Half,607.00,David SILVA,Manchester City,-34.43,-22.49
Manchester City v Liverpool,First Half,607.10,David SILVA,Manchester City,-34.59,-22.50
Manchester City v Liverpool,First Half,607.20,David SILVA,Manchester City,-34.74,-22.51
Manchester City v Liverpool,First Half,607.30,David SILVA,Manchester City,-34.88,-22.53
Manchester City v Liverpool,First Half,607.40,David SILVA,Manchester City,-35.01,-22.55
Manchester City v Liverpool,First Half,607.50,David SILVA,Manchester City,-35.14,-22.57
Manchester City v Liverpool,First Half,607.60,David SILVA,Manchester City,-35.27,-22.60
Manchester City v Liverpool,First Half,607.70,David SILVA,Manchester City,-35.41,-22.63
Manchester City v Liverpool,First Half,607.80,David SILVA,Manchester City,-35.55,-22.66
Manchester City v Liverpool,First Half,607.90,David SILVA,Manchester City,-35.69,-22.70
Manchester City v Liverpool,First Half,608.00,David SILVA,Manchester City,-35.85,-22.74
Manchester City v Liverpool,First Half,608.10,David SILVA,Manchester City,-36.00,-22.79
Manchester City v Liverpool,First Half,608.20,David SILVA,Manchester City,-36.16,-22.83
Manchester City v Liverpool,First Half,608.30,David SILVA,Manchester City,-36.32,-22.88
Manchester City v Liverpool,First Half,608.40,David SILVA,Manchester City,-36.48,-22.93
Manchester City v Liverpool,First Half,608.50,David SILVA,Manchester City,-36.65,-22.98
Manchester City v Liverpool,First Half,608.60,David SILVA,Manchester City,-36.81,-23.03
Manchester City v Liverpool,First Half,608.70,David SILVA,Manchester City,-36.97,-23.07
Manchester City v Liverpool,First Half,608.80,David SILVA,Manchester City,-37.13,-23.12
Manchester City v Liverpool,First Half,608.90,David SILVA,Manchester City,-37.29,-23.17
Manchester City v Liverpool,First Half,609.00,David SILVA,Manchester City,-37.44,-23.21
Manchester City v Liverpool,First Half,609.10,David SILVA,Manchester City,-37.58,-23.26
Manchester City v Liverpool,First Half,609.20,David SILVA,Manchester City,-37.72,-23.30
Manchester City v Liverpool,First Half,609.30,David SILVA,Manchester City,-37.85,-23.35
Manchester City v Liverpool,First Half,609.40,David SILVA,Manchester City,-37.97,-23.42
Manchester City v Liverpool,First Half,609.50,David SILVA,Manchester City,-38.07,-23.49
Manchester City v Liverpool,First Half,609.60,David SILVA,Manchester City,-38.17,-23.58
Manchester City v Liverpool,First Half,609.70,David SILVA,Manchester City,-38.25,-23.69
Manchester City v Liverpool,First Half,609.80,David SILVA,Manchester City,-38.31,-23.81
Manchester City v Liverpool,First Half,609.90,David SILVA,Manchester City,-38.37,-23.93
Manchester City v Liverpool,First Half,610.00,David SILVA,Manchester City,-38.43,-24.06
Manchester City v Liverpool,First Half,610.10,David SILVA,Manchester City,-38.48,-24.20
Manchester City v Liverpool,First Half,610.20,David SILVA,Manchester City,-38.52,-24.34
Manchester City v Liverpool,First Half,610.30,David SILVA,Manchester City,-38.56,-24.49
Manchester City v Liverpool,First Half,610.40,David SILVA,Manchester City,-38.60,-24.63
Manchester City v Liverpool,First Half,610.50,David SILVA,Manchester City,-38.65,-24.77
Manchester City v Liverpool,First Half,610.60,David SILVA,Manchester City,-38.70,-24.90
Manchester City v Liverpool,First Half,610.70,David SILVA,Manchester City,-38.76,-25.03
Manchester City v Liverpool,First Half,610.80,David SILVA,Manchester City,-38.83,-25.14
Manchester City v Liverpool,First Half,610.90,David SILVA,Manchester City,-38.91,-25.24
Manchester City v Liverpool,First Half,611.00,David SILVA,Manchester City,-39.00,-25.33
Manchester City v Liverpool,First Half,611.10,David SILVA,Manchester City,-39.09,-25.42
Manchester City v Liverpool,First Half,611.20,David SILVA,Manchester City,-39.18,-25.50
Manchester City v Liverpool,First Half,611.30,David SILVA,Manchester City,-39.27,-25.57
Manchester City v Liverpool,First Half,611.40,David SILVA,Manchester City,-39.35,-25.64
Manchester City v Liverpool,First Half,611.50,David SILVA,Manchester City,-39.43,-25.71
Manchester City v Liverpool,First Half,611.60,David SILVA,Manchester City,-39.50,-25.78
Manchester City v Liverpool,First Half,611.70,David SILVA,Manchester City,-39.57,-25.84
Manchester City v Liverpool,First Half,611.80,David SILVA,Manchester City,-39.64,-25.90
Manchester City v Liverpool,First Half,611.90,David SILVA,Manchester City,-39.70,-25.96
Manchester City v Liverpool,First Half,612.00,David SILVA,Manchester City,-39.77,-26.02
Manchester City v Liverpool,First Half,612.10,David SILVA,Manchester City,-39.83,-26.08
Manchester City v Liverpool,First Half,612.20,David SILVA,Manchester City,-39.89,-26.14
Manchester City v Liverpool,First Half,612.30,David SILVA,Manchester City,-39.95,-26.20
Manchester City v Liverpool,First Half,612.40,David SILVA,Manchester City,-40.01,-26.26
Manchester City v Liverpool,First Half,612.50,David SILVA,Manchester City,-40.08,-26.32
Manchester City v Liverpool,First Half,612.60,David SILVA,Manchester City,-40.13,-26.37
Manchester City v Liverpool,First Half,612.70,David SILVA,Manchester City,-40.19,-26.42
Manchester City v Liverpool,First Half,612.80,David SILVA,Manchester City,-40.23,-26.46
Manchester City v Liverpool,First Half,612.90,David SILVA,Manchester City,-40.28,-26.50
Manchester City v Liverpool,First Half,613.00,David SILVA,Manchester City,-40.32,-26.53
Manchester City v Liverpool,First Half,613.10,David SILVA,Manchester City,-40.35,-26.55
Manchester City v Liverpool,First Half,613.20,David SILVA,Manchester City,-40.37,-26.59
Manchester City v Liverpool,First Half,613.30,David SILVA,Manchester City,-40.38,-26.65
Manchester City v Liverpool,First Half,613.40,David SILVA,Manchester City,-40.38,-26.73
Manchester City v Liverpool,First Half,613.50,David SILVA,Manchester City,-40.37,-26.83
Manchester City v Liverpool,First Half,613.60,David SILVA,Manchester City,-40.34,-26.95
Manchester City v Liverpool,First Half,613.70,David SILVA,Manchester City,-40.30,-27.10
Manchester City v Liverpool,First Half,613.80,David SILVA,Manchester City,-40.25,-27.27
Manchester City v Liverpool,First Half,613.90,David SILVA,Manchester City,-40.20,-27.44
Manchester City v Liverpool,First Half,614.00,David SILVA,Manchester City,-40.14,-27.62
Manchester City v Liverpool,First Half,614.10,David SILVA,Manchester City,-40.09,-27.79
Manchester City v Liverpool,First Half,614.20,David SILVA,Manchester City,-40.04,-27.95
Manchester City v Liverpool,First Half,614.30,David SILVA,Manchester City,-39.99,-28.08
Manchester City v Liverpool,First Half,614.40,David SILVA,Manchester City,-39.96,-28.20
Manchester City v Liverpool,First Half,614.50,David SILVA,Manchester City,-39.93,-28.28
Manchester City v Liverpool,First Half,614.60,David SILVA,Manchester City,-39.91,-28.34
Manchester City v Liverpool,First Half,614.70,David SILVA,Manchester City,-39.89,-28.39
Manchester City v Liverpool,First Half,614.80,David SILVA,Manchester City,-39.88,-28.43
Manchester City v Liverpool,First Half,614.90,David SILVA,Manchester City,-39.87,-28.47
Manchester City v Liverpool,First Half,615.00,David SILVA,Manchester City,-39.86,-28.49
Manchester City v Liverpool,First Half,615.10,David SILVA,Manchester City,-39.85,-28.51
Manchester City v Liverpool,First Half,615.20,David SILVA,Manchester City,-39.85,-28.52
Manchester City v Liverpool,First Half,615.30,David SILVA,Manchester City,-39.85,-28.53
Manchester City v Liverpool,First Half,615.40,David SILVA,Manchester City,-39.85,-28.54
Manchester City v Liverpool,First Half,615.50,David SILVA,Manchester City,-39.85,-28.54
Manchester City v Liverpool,First Half,615.60,David SILVA,Manchester City,-39.85,-28.54
Manchester City v Liverpool,First Half,615.70,David SILVA,Manchester City,-39.86,-28.53
Manchester City v Liverpool,First Half,615.80,David SILVA,Manchester City,-39.87,-28.52
Manchester City v Liverpool,First Half,615.90,David SILVA,Manchester City,-39.88,-28.51
Manchester City v Liverpool,First Half,616.00,David SILVA,Manchester City,-39.89,-28.50
Manchester City v Liverpool,First Half,616.10,David SILVA,Manchester City,-39.91,-28.49
Manchester City v Liverpool,First Half,616.20,David SILVA,Manchester City,-39.92,-28.47
Manchester City v Liverpool,First Half,616.30,David SILVA,Manchester City,-39.94,-28.46
Manchester City v Liverpool,First Half,616.40,David SILVA,Manchester City,-39.95,-28.44
Manchester City v Liverpool,First Half,616.50,David SILVA,Manchester City,-39.98,-28.41
Manchester City v Liverpool,First Half,616.60,David SILVA,Manchester City,-40.02,-28.35
Manchester City v Liverpool,First Half,616.70,David SILVA,Manchester City,-40.08,-28.27
Manchester City v Liverpool,First Half,616.80,David SILVA,Manchester City,-40.15,-28.17
Manchester City v Liverpool,First Half,616.90,David SILVA,Manchester City,-40.23,-28.04
Manchester City v Liverpool,First Half,617.00,David SILVA,Manchester City,-40.34,-27.88
Manchester City v Liverpool,First Half,617.10,David SILVA,Manchester City,-40.45,-27.71
Manchester City v Liverpool,First Half,617.20,David SILVA,Manchester City,-40.57,-27.53
Manchester City v Liverpool,First Half,617.30,David SILVA,Manchester City,-40.70,-27.34
Manchester City v Liverpool,First Half,617.40,David SILVA,Manchester City,-40.81,-27.16
Manchester City v Liverpool,First Half,617.50,David SILVA,Manchester City,-40.92,-26.99
Manchester City v Liverpool,First Half,617.60,David SILVA,Manchester City,-41.00,-26.85
Manchester City v Liverpool,First Half,617.70,David SILVA,Manchester City,-41.07,-26.73
Manchester City v Liverpool,First Half,617.80,David SILVA,Manchester City,-41.12,-26.63
Manchester City v Liverpool,First Half,617.90,David SILVA,Manchester City,-41.15,-26.56
Manchester City v Liverpool,First Half,618.00,David SILVA,Manchester City,-41.16,-26.50
Manchester City v Liverpool,First Half,618.10,David SILVA,Manchester City,-41.15,-26.45
Manchester City v Liverpool,First Half,618.20,David SILVA,Manchester City,-41.14,-26.40
Manchester City v Liverpool,First Half,618.30,David SILVA,Manchester City,-41.10,-26.36
Manchester City v Liverpool,First Half,618.40,David SILVA,Manchester City,-41.05,-26.32
Manchester City v Liverpool,First Half,618.50,David SILVA,Manchester City,-40.99,-26.29
Manchester City v Liverpool,First Half,618.60,David SILVA,Manchester City,-40.94,-26.24
Manchester City v Liverpool,First Half,618.70,David SILVA,Manchester City,-40.90,-26.19
Manchester City v Liverpool,First Half,618.80,David SILVA,Manchester City,-40.88,-26.14
Manchester City v Liverpool,First Half,618.90,David SILVA,Manchester City,-40.87,-26.08
Manchester City v Liverpool,First Half,619.00,David SILVA,Manchester City,-40.89,-26.00
Manchester City v Liverpool,First Half,619.10,David SILVA,Manchester City,-40.93,-25.92
Manchester City v Liverpool,First Half,619.20,David SILVA,Manchester City,-40.98,-25.83
Manchester City v Liverpool,First Half,619.30,David SILVA,Manchester City,-41.03,-25.74
Manchester City v Liverpool,First Half,619.40,David SILVA,Manchester City,-41.10,-25.65
Manchester City v Liverpool,First Half,619.50,David SILVA,Manchester City,-41.17,-25.55
Manchester City v Liverpool,First Half,619.60,David SILVA,Manchester City,-41.26,-25.44
Manchester City v Liverpool,First Half,619.70,David SILVA,Manchester City,-41.36,-25.32
Manchester City v Liverpool,First Half,619.80,David SILVA,Manchester City,-41.48,-25.19
Manchester City v Liverpool,First Half,619.90,David SILVA,Manchester City,-41.60,-25.05
Manchester City v Liverpool,First Half,620.00,David SILVA,Manchester City,-41.74,-24.90
Manchester City v Liverpool,First Half,620.10,David SILVA,Manchester City,-41.87,-24.76
Manchester City v Liverpool,First Half,620.20,David SILVA,Manchester City,-41.99,-24.64
Manchester City v Liverpool,First Half,620.30,David SILVA,Manchester City,-42.08,-24.53
Manchester City v Liverpool,First Half,620.40,David SILVA,Manchester City,-42.16,-24.43
Manchester City v Liverpool,First Half,620.50,David SILVA,Manchester City,-42.22,-24.36
Manchester City v Liverpool,First Half,620.60,David SILVA,Manchester City,-42.25,-24.31
Manchester City v Liverpool,First Half,620.70,David SILVA,Manchester City,-42.27,-24.26
Manchester City v Liverpool,First Half,620.80,David SILVA,Manchester City,-42.28,-24.22
Manchester City v Liverpool,First Half,620.90,David SILVA,Manchester City,-42.29,-24.19
Manchester City v Liverpool,First Half,621.00,David SILVA,Manchester City,-42.29,-24.16
Manchester City v Liverpool,First Half,621.10,David SILVA,Manchester City,-42.30,-24.12
Manchester City v Liverpool,First Half,621.20,David SILVA,Manchester City,-42.30,-24.07
Manchester City v Liverpool,First Half,621.30,David SILVA,Manchester City,-42.31,-24.01
Manchester City v Liverpool,First Half,621.40,David SILVA,Manchester City,-42.32,-23.94
Manchester City v Liverpool,First Half,621.50,David SILVA,Manchester City,-42.34,-23.86
Manchester City v Liverpool,First Half,621.60,David SILVA,Manchester City,-42.36,-23.77
Manchester City v Liverpool,First Half,621.70,David SILVA,Manchester City,-42.38,-23.68
Manchester City v Liverpool,First Half,621.80,David SILVA,Manchester City,-42.40,-23.59
Manchester City v Liverpool,First Half,621.90,David SILVA,Manchester City,-42.42,-23.49
Manchester City v Liverpool,First Half,622.00,David SILVA,Manchester City,-42.45,-23.39
Manchester City v Liverpool,First Half,622.10,David SILVA,Manchester City,-42.47,-23.29
Manchester City v Liverpool,First Half,622.20,David SILVA,Manchester City,-42.50,-23.18
Manchester City v Liverpool,First Half,622.30,David SILVA,Manchester City,-42.53,-23.08
Manchester City v Liverpool,First Half,622.40,David SILVA,Manchester City,-42.56,-22.97
Manchester City v Liverpool,First Half,622.50,David SILVA,Manchester City,-42.60,-22.87
Manchester City v Liverpool,First Half,622.60,David SILVA,Manchester City,-42.65,-22.76
Manchester City v Liverpool,First Half,622.70,David SILVA,Manchester City,-42.70,-22.65
Manchester City v Liverpool,First Half,622.80,David SILVA,Manchester City,-42.75,-22.53
Manchester City v Liverpool,First Half,622.90,David SILVA,Manchester City,-42.80,-22.40
Manchester City v Liverpool,First Half,623.00,David SILVA,Manchester City,-42.84,-22.26
Manchester City v Liverpool,First Half,623.10,David SILVA,Manchester City,-42.89,-22.10
Manchester City v Liverpool,First Half,623.20,David SILVA,Manchester City,-42.93,-21.94
Manchester City v Liverpool,First Half,623.30,David SILVA,Manchester City,-42.96,-21.75
Manchester City v Liverpool,First Half,623.40,David SILVA,Manchester City,-43.00,-21.56
Manchester City v Liverpool,First Half,623.50,David SILVA,Manchester City,-43.03,-21.37
Manchester City v Liverpool,First Half,623.60,David SILVA,Manchester City,-43.07,-21.17
Manchester City v Liverpool,First Half,623.70,David SILVA,Manchester City,-43.10,-20.97
Manchester City v Liverpool,First Half,623.80,David SILVA,Manchester City,-43.14,-20.76
Manchester City v Liverpool,First Half,623.90,David SILVA,Manchester City,-43.17,-20.55
Manchester City v Liverpool,First Half,624.00,David SILVA,Manchester City,-43.20,-20.34
Manchester City v Liverpool,First Half,624.10,David SILVA,Manchester City,-43.23,-20.13
Manchester City v Liverpool,First Half,624.20,David SILVA,Manchester City,-43.26,-19.92
Manchester City v Liverpool,First Half,624.30,David SILVA,Manchester City,-43.31,-19.71
Manchester City v Liverpool,First Half,624.40,David SILVA,Manchester City,-43.37,-19.50
Manchester City v Liverpool,First Half,624.50,David SILVA,Manchester City,-43.44,-19.30
Manchester City v Liverpool,First Half,624.60,David SILVA,Manchester City,-43.53,-19.10
Manchester City v Liverpool,First Half,624.70,David SILVA,Manchester City,-43.64,-18.91
Manchester City v Liverpool,First Half,624.80,David SILVA,Manchester City,-43.77,-18.72
Manchester City v Liverpool,First Half,624.90,David SILVA,Manchester City,-43.85,-18.55
Manchester City v Liverpool,First Half,625.00,David SILVA,Manchester City,-43.87,-18.38
Manchester City v Liverpool,First Half,625.10,David SILVA,Manchester City,-43.84,-18.23
Manchester City v Liverpool,First Half,625.20,David SILVA,Manchester City,-43.78,-18.08
Manchester City v Liverpool,First Half,625.30,David SILVA,Manchester City,-43.69,-17.92
Manchester City v Liverpool,First Half,625.40,David SILVA,Manchester City,-43.57,-17.76
Manchester City v Liverpool,First Half,625.50,David SILVA,Manchester City,-43.46,-17.58
Manchester City v Liverpool,First Half,625.60,David SILVA,Manchester City,-43.39,-17.39
Manchester City v Liverpool,First Half,625.70,David SILVA,Manchester City,-43.36,-17.17
Manchester City v Liverpool,First Half,625.80,David SILVA,Manchester City,-43.32,-16.97
Manchester City v Liverpool,First Half,625.90,David SILVA,Manchester City,-43.28,-16.78
Manchester City v Liverpool,First Half,626.00,David SILVA,Manchester City,-43.24,-16.60
Manchester City v Liverpool,First Half,626.10,David SILVA,Manchester City,-43.19,-16.44
Manchester City v Liverpool,First Half,626.20,David SILVA,Manchester City,-43.14,-16.29
Manchester City v Liverpool,First Half,626.30,David SILVA,Manchester City,-43.08,-16.17
Manchester City v Liverpool,First Half,626.40,David SILVA,Manchester City,-43.02,-16.06
Manchester City v Liverpool,First Half,626.50,David SILVA,Manchester City,-42.96,-15.95
Manchester City v Liverpool,First Half,626.60,David SILVA,Manchester City,-42.89,-15.85
Manchester City v Liverpool,First Half,626.70,David SILVA,Manchester City,-42.83,-15.76
Manchester City v Liverpool,First Half,626.80,David SILVA,Manchester City,-42.76,-15.67
Manchester City v Liverpool,First Half,626.90,David SILVA,Manchester City,-42.69,-15.59
Manchester City v Liverpool,First Half,627.00,David SILVA,Manchester City,-42.62,-15.51
Manchester City v Liverpool,First Half,627.10,David SILVA,Manchester City,-42.56,-15.43
Manchester City v Liverpool,First Half,627.20,David SILVA,Manchester City,-42.49,-15.36
Manchester City v Liverpool,First Half,627.30,David SILVA,Manchester City,-42.42,-15.29
Manchester City v Liverpool,First Half,627.40,David SILVA,Manchester City,-42.36,-15.22
Manchester City v Liverpool,First Half,627.50,David SILVA,Manchester City,-42.31,-15.14
Manchester City v Liverpool,First Half,627.60,David SILVA,Manchester City,-42.25,-15.07
Manchester City v Liverpool,First Half,627.70,David SILVA,Manchester City,-42.20,-14.99
Manchester City v Liverpool,First Half,627.80,David SILVA,Manchester City,-42.16,-14.90
Manchester City v Liverpool,First Half,627.90,David SILVA,Manchester City,-42.11,-14.82
Manchester City v Liverpool,First Half,628.00,David SILVA,Manchester City,-42.07,-14.73
Manchester City v Liverpool,First Half,628.10,David SILVA,Manchester City,-42.03,-14.65
Manchester City v Liverpool,First Half,628.20,David SILVA,Manchester City,-41.99,-14.56
Manchester City v Liverpool,First Half,628.30,David SILVA,Manchester City,-41.95,-14.47
Manchester City v Liverpool,First Half,628.40,David SILVA,Manchester City,-41.92,-14.38
Manchester City v Liverpool,First Half,628.50,David SILVA,Manchester City,-41.88,-14.29
Manchester City v Liverpool,First Half,628.60,David SILVA,Manchester City,-41.84,-14.20
Manchester City v Liverpool,First Half,628.70,David SILVA,Manchester City,-41.81,-14.11
Manchester City v Liverpool,First Half,628.80,David SILVA,Manchester City,-41.76,-14.01
Manchester City v Liverpool,First Half,628.90,David SILVA,Manchester City,-41.70,-13.89
Manchester City v Liverpool,First Half,629.00,David SILVA,Manchester City,-41.63,-13.76
Manchester City v Liverpool,First Half,629.10,David SILVA,Manchester City,-41.54,-13.62
Manchester City v Liverpool,First Half,629.20,David SILVA,Manchester City,-41.44,-13.45
Manchester City v Liverpool,First Half,629.30,David SILVA,Manchester City,-41.32,-13.27
Manchester City v Liverpool,First Half,629.40,David SILVA,Manchester City,-41.21,-13.09
Manchester City v Liverpool,First Half,629.50,David SILVA,Manchester City,-41.10,-12.91
Manchester City v Liverpool,First Half,629.60,David SILVA,Manchester City,-40.99,-12.73
Manchester City v Liverpool,First Half,629.70,David SILVA,Manchester City,-40.90,-12.55
Manchester City v Liverpool,First Half,629.80,David SILVA,Manchester City,-40.82,-12.37
Manchester City v Liverpool,First Half,629.90,David SILVA,Manchester City,-40.74,-12.20
Manchester City v Liverpool,First Half,630.00,David SILVA,Manchester City,-40.68,-12.04
Manchester City v Liverpool,First Half,630.10,David SILVA,Manchester City,-40.61,-11.87
Manchester City v Liverpool,First Half,630.20,David SILVA,Manchester City,-40.55,-11.71
Manchester City v Liverpool,First Half,630.30,David SILVA,Manchester City,-40.50,-11.55
Manchester City v Liverpool,First Half,630.40,David SILVA,Manchester City,-40.44,-11.38
Manchester City v Liverpool,First Half,630.50,David SILVA,Manchester City,-40.39,-11.22
Manchester City v Liverpool,First Half,630.60,David SILVA,Manchester City,-40.34,-11.06
Manchester City v Liverpool,First Half,630.70,David SILVA,Manchester City,-40.29,-10.90
Manchester City v Liverpool,First Half,630.80,David SILVA,Manchester City,-40.24,-10.74
Manchester City v Liverpool,First Half,630.90,David SILVA,Manchester City,-40.19,-10.59
Manchester City v Liverpool,First Half,631.00,David SILVA,Manchester City,-40.14,-10.43
Manchester City v Liverpool,First Half,631.10,David SILVA,Manchester City,-40.09,-10.28
Manchester City v Liverpool,First Half,631.20,David SILVA,Manchester City,-40.04,-10.13
Manchester City v Liverpool,First Half,631.30,David SILVA,Manchester City,-39.98,-9.98
Manchester City v Liverpool,First Half,631.40,David SILVA,Manchester City,-39.93,-9.84
Manchester City v Liverpool,First Half,631.50,David SILVA,Manchester City,-39.86,-9.69
Manchester City v Liverpool,First Half,631.60,David SILVA,Manchester City,-39.79,-9.53
Manchester City v Liverpool,First Half,631.70,David SILVA,Manchester City,-39.70,-9.37
Manchester City v Liverpool,First Half,631.80,David SILVA,Manchester City,-39.61,-9.20
Manchester City v Liverpool,First Half,631.90,David SILVA,Manchester City,-39.50,-9.01
Manchester City v Liverpool,First Half,632.00,David SILVA,Manchester City,-39.38,-8.82
Manchester City v Liverpool,First Half,632.10,David SILVA,Manchester City,-39.27,-8.63
Manchester City v Liverpool,First Half,632.20,David SILVA,Manchester City,-39.16,-8.45
Manchester City v Liverpool,First Half,632.30,David SILVA,Manchester City,-39.07,-8.27
Manchester City v Liverpool,First Half,632.40,David SILVA,Manchester City,-38.98,-8.10
Manchester City v Liverpool,First Half,632.50,David SILVA,Manchester City,-38.91,-7.94
Manchester City v Liverpool,First Half,632.60,David SILVA,Manchester City,-38.85,-7.79
Manchester City v Liverpool,First Half,632.70,David SILVA,Manchester City,-38.80,-7.65
Manchester City v Liverpool,First Half,632.80,David SILVA,Manchester City,-38.75,-7.51
Manchester City v Liverpool,First Half,632.90,David SILVA,Manchester City,-38.72,-7.37
Manchester City v Liverpool,First Half,633.00,David SILVA,Manchester City,-38.69,-7.24
Manchester City v Liverpool,First Half,633.10,David SILVA,Manchester City,-38.68,-7.11
Manchester City v Liverpool,First Half,633.20,David SILVA,Manchester City,-38.67,-6.98
Manchester City v Liverpool,First Half,633.30,David SILVA,Manchester City,-38.66,-6.85
Manchester City v Liverpool,First Half,633.40,David SILVA,Manchester City,-38.66,-6.72
Manchester City v Liverpool,First Half,633.50,David SILVA,Manchester City,-38.65,-6.60
Manchester City v Liverpool,First Half,633.60,David SILVA,Manchester City,-38.66,-6.47
Manchester City v Liverpool,First Half,633.70,David SILVA,Manchester City,-38.66,-6.35
