Matchname,Half,Time,Player1Name,Player1ClubName,XPos,Ypos
Manchester City v Liverpool,First Half,1951.60,David SILVA,Manchester City,1.55,11.44
Manchester City v Liverpool,First Half,1951.70,David SILVA,Manchester City,2.31,11.29
Manchester City v Liverpool,First Half,1951.80,David SILVA,Manchester City,3.10,11.14
Manchester City v Liverpool,First Half,1951.90,David SILVA,Manchester City,3.91,10.97
Manchester City v Liverpool,First Half,1952.00,David SILVA,Manchester City,4.73,10.80
Manchester City v Liverpool,First Half,1952.10,David SILVA,Manchester City,5.53,10.63
Manchester City v Liverpool,First Half,1952.20,David SILVA,Manchester City,6.31,10.46
Manchester City v Liverpool,First Half,1952.30,David SILVA,Manchester City,7.05,10.30
Manchester City v Liverpool,First Half,1952.40,David SILVA,Manchester City,7.74,10.15
Manchester City v Liverpool,First Half,1952.50,David SILVA,Manchester City,8.40,10.01
Manchester City v Liverpool,First Half,1952.60,David SILVA,Manchester City,9.02,9.87
Manchester City v Liverpool,First Half,1952.70,David SILVA,Manchester City,9.64,9.72
Manchester City v Liverpool,First Half,1952.80,David SILVA,Manchester City,10.27,9.57
Manchester City v Liverpool,First Half,1952.90,David SILVA,Manchester City,10.90,9.41
Manchester City v Liverpool,First Half,1953.00,David SILVA,Manchester City,11.55,9.24
Manchester City v Liverpool,First Half,1953.10,David SILVA,Manchester City,12.21,9.06
Manchester City v Liverpool,First Half,1953.20,David SILVA,Manchester City,12.88,8.88
Manchester City v Liverpool,First Half,1953.30,David SILVA,Manchester City,13.55,8.69
Manchester City v Liverpool,First Half,1953.40,David SILVA,Manchester City,14.22,8.50
Manchester City v Liverpool,First Half,1953.50,David SILVA,Manchester City,14.90,8.31
Manchester City v Liverpool,First Half,1953.60,David SILVA,Manchester City,15.58,8.08
Manchester City v Liverpool,First Half,1953.70,David SILVA,Manchester City,16.27,7.83
Manchester City v Liverpool,First Half,1953.80,David SILVA,Manchester City,16.97,7.53
Manchester City v Liverpool,First Half,1953.90,David SILVA,Manchester City,17.68,7.22
Manchester City v Liverpool,First Half,1954.00,David SILVA,Manchester City,18.40,6.87
Manchester City v Liverpool,First Half,1954.10,David SILVA,Manchester City,19.14,6.49
Manchester City v Liverpool,First Half,1954.20,David SILVA,Manchester City,19.90,6.11
Manchester City v Liverpool,First Half,1954.30,David SILVA,Manchester City,20.66,5.74
Manchester City v Liverpool,First Half,1954.40,David SILVA,Manchester City,21.44,5.36
Manchester City v Liverpool,First Half,1954.50,David SILVA,Manchester City,22.17,5.02
Manchester City v Liverpool,First Half,1954.60,David SILVA,Manchester City,22.84,4.70
Manchester City v Liverpool,First Half,1954.70,David SILVA,Manchester City,23.46,4.42
Manchester City v Liverpool,First Half,1954.80,David SILVA,Manchester City,24.00,4.18
Manchester City v Liverpool,First Half,1954.90,David SILVA,Manchester City,24.47,3.98
Manchester City v Liverpool,First Half,1955.00,David SILVA,Manchester City,24.86,3.83
Manchester City v Liverpool,First Half,1955.10,David SILVA,Manchester City,25.21,3.69
Manchester City v Liverpool,First Half,1955.20,David SILVA,Manchester City,25.54,3.58
Manchester City v Liverpool,First Half,1955.30,David SILVA,Manchester City,25.83,3.46
Manchester City v Liverpool,First Half,1955.40,David SILVA,Manchester City,26.10,3.34
Manchester City v Liverpool,First Half,1955.50,David SILVA,Manchester City,26.34,3.22
Manchester City v Liverpool,First Half,1955.60,David SILVA,Manchester City,26.55,3.09
Manchester City v Liverpool,First Half,1955.70,David SILVA,Manchester City,26.75,2.94
Manchester City v Liverpool,First Half,1955.80,David SILVA,Manchester City,26.96,2.76
Manchester City v Liverpool,First Half,1955.90,David SILVA,Manchester City,27.20,2.55
Manchester City v Liverpool,First Half,1956.00,David SILVA,Manchester City,27.46,2.32
Manchester City v Liverpool,First Half,1956.10,David SILVA,Manchester City,27.76,2.05
Manchester City v Liverpool,First Half,1956.20,David SILVA,Manchester City,28.10,1.75
Manchester City v Liverpool,First Half,1956.30,David SILVA,Manchester City,28.45,1.45
Manchester City v Liverpool,First Half,1956.40,David SILVA,Manchester City,28.78,1.17
Manchester City v Liverpool,First Half,1956.50,David SILVA,Manchester City,29.08,0.92
Manchester City v Liverpool,First Half,1956.60,David SILVA,Manchester City,29.35,0.70
Manchester City v Liverpool,First Half,1956.70,David SILVA,Manchester City,29.56,0.52
Manchester City v Liverpool,First Half,1956.80,David SILVA,Manchester City,29.73,0.40
Manchester City v Liverpool,First Half,1956.90,David SILVA,Manchester City,29.89,0.30
Manchester City v Liverpool,First Half,1957.00,David SILVA,Manchester City,30.03,0.22
Manchester City v Liverpool,First Half,1957.10,David SILVA,Manchester City,30.15,0.16
Manchester City v Liverpool,First Half,1957.20,David SILVA,Manchester City,30.27,0.12
Manchester City v Liverpool,First Half,1957.30,David SILVA,Manchester City,30.39,0.10
Manchester City v Liverpool,First Half,1957.40,David SILVA,Manchester City,30.50,0.09
Manchester City v Liverpool,First Half,1957.50,David SILVA,Manchester City,30.60,0.09
Manchester City v Liverpool,First Half,1957.60,David SILVA,Manchester City,30.68,0.10
Manchester City v Liverpool,First Half,1957.70,David SILVA,Manchester City,30.75,0.12
Manchester City v Liverpool,First Half,1957.80,David SILVA,Manchester City,30.81,0.16
Manchester City v Liverpool,First Half,1957.90,David SILVA,Manchester City,30.85,0.20
Manchester City v Liverpool,First Half,1958.00,David SILVA,Manchester City,30.89,0.25
Manchester City v Liverpool,First Half,1958.10,David SILVA,Manchester City,30.93,0.31
Manchester City v Liverpool,First Half,1958.20,David SILVA,Manchester City,30.95,0.39
Manchester City v Liverpool,First Half,1958.30,David SILVA,Manchester City,30.96,0.50
Manchester City v Liverpool,First Half,1958.40,David SILVA,Manchester City,30.97,0.64
Manchester City v Liverpool,First Half,1958.50,David SILVA,Manchester City,30.96,0.80
Manchester City v Liverpool,First Half,1958.60,David SILVA,Manchester City,30.95,1.00
Manchester City v Liverpool,First Half,1958.70,David SILVA,Manchester City,30.93,1.22
Manchester City v Liverpool,First Half,1958.80,David SILVA,Manchester City,30.91,1.45
Manchester City v Liverpool,First Half,1958.90,David SILVA,Manchester City,30.90,1.68
Manchester City v Liverpool,First Half,1959.00,David SILVA,Manchester City,30.89,1.92
Manchester City v Liverpool,First Half,1959.10,David SILVA,Manchester City,30.90,2.17
Manchester City v Liverpool,First Half,1959.20,David SILVA,Manchester City,30.90,2.41
Manchester City v Liverpool,First Half,1959.30,David SILVA,Manchester City,30.91,2.65
Manchester City v Liverpool,First Half,1959.40,David SILVA,Manchester City,30.93,2.88
Manchester City v Liverpool,First Half,1959.50,David SILVA,Manchester City,30.94,3.09
Manchester City v Liverpool,First Half,1959.60,David SILVA,Manchester City,30.94,3.29
Manchester City v Liverpool,First Half,1959.70,David SILVA,Manchester City,30.93,3.48
Manchester City v Liverpool,First Half,1959.80,David SILVA,Manchester City,30.92,3.65
Manchester City v Liverpool,First Half,1959.90,David SILVA,Manchester City,30.91,3.82
Manchester City v Liverpool,First Half,1960.00,David SILVA,Manchester City,30.90,3.97
Manchester City v Liverpool,First Half,1960.10,David SILVA,Manchester City,30.88,4.11
Manchester City v Liverpool,First Half,1960.20,David SILVA,Manchester City,30.85,4.26
Manchester City v Liverpool,First Half,1960.30,David SILVA,Manchester City,30.80,4.41
Manchester City v Liverpool,First Half,1960.40,David SILVA,Manchester City,30.73,4.57
Manchester City v Liverpool,First Half,1960.50,David SILVA,Manchester City,30.65,4.73
Manchester City v Liverpool,First Half,1960.60,David SILVA,Manchester City,30.56,4.89
Manchester City v Liverpool,First Half,1960.70,David SILVA,Manchester City,30.47,5.06
Manchester City v Liverpool,First Half,1960.80,David SILVA,Manchester City,30.39,5.20
Manchester City v Liverpool,First Half,1960.90,David SILVA,Manchester City,30.33,5.33
Manchester City v Liverpool,First Half,1961.00,David SILVA,Manchester City,30.25,5.46
Manchester City v Liverpool,First Half,1961.10,David SILVA,Manchester City,30.17,5.61
Manchester City v Liverpool,First Half,1961.20,David SILVA,Manchester City,30.06,5.77
Manchester City v Liverpool,First Half,1961.30,David SILVA,Manchester City,29.93,5.97
Manchester City v Liverpool,First Half,1961.40,David SILVA,Manchester City,29.79,6.18
Manchester City v Liverpool,First Half,1961.50,David SILVA,Manchester City,29.63,6.40
Manchester City v Liverpool,First Half,1961.60,David SILVA,Manchester City,29.49,6.62
Manchester City v Liverpool,First Half,1961.70,David SILVA,Manchester City,29.36,6.82
Manchester City v Liverpool,First Half,1961.80,David SILVA,Manchester City,29.19,7.05
Manchester City v Liverpool,First Half,1961.90,David SILVA,Manchester City,28.98,7.30
Manchester City v Liverpool,First Half,1962.00,David SILVA,Manchester City,28.76,7.57
Manchester City v Liverpool,First Half,1962.10,David SILVA,Manchester City,28.52,7.84
Manchester City v Liverpool,First Half,1962.20,David SILVA,Manchester City,28.25,8.13
Manchester City v Liverpool,First Half,1962.30,David SILVA,Manchester City,27.97,8.43
Manchester City v Liverpool,First Half,1962.40,David SILVA,Manchester City,27.71,8.71
Manchester City v Liverpool,First Half,1962.50,David SILVA,Manchester City,27.49,8.97
Manchester City v Liverpool,First Half,1962.60,David SILVA,Manchester City,27.27,9.23
Manchester City v Liverpool,First Half,1962.70,David SILVA,Manchester City,27.02,9.49
Manchester City v Liverpool,First Half,1962.80,David SILVA,Manchester City,26.75,9.77
Manchester City v Liverpool,First Half,1962.90,David SILVA,Manchester City,26.45,10.06
Manchester City v Liverpool,First Half,1963.00,David SILVA,Manchester City,26.14,10.34
Manchester City v Liverpool,First Half,1963.10,David SILVA,Manchester City,25.82,10.61
Manchester City v Liverpool,First Half,1963.20,David SILVA,Manchester City,25.49,10.86
Manchester City v Liverpool,First Half,1963.30,David SILVA,Manchester City,25.17,11.09
Manchester City v Liverpool,First Half,1963.40,David SILVA,Manchester City,24.86,11.30
Manchester City v Liverpool,First Half,1963.50,David SILVA,Manchester City,24.56,11.49
Manchester City v Liverpool,First Half,1963.60,David SILVA,Manchester City,24.25,11.68
Manchester City v Liverpool,First Half,1963.70,David SILVA,Manchester City,23.94,11.87
Manchester City v Liverpool,First Half,1963.80,David SILVA,Manchester City,23.61,12.06
Manchester City v Liverpool,First Half,1963.90,David SILVA,Manchester City,23.27,12.26
Manchester City v Liverpool,First Half,1964.00,David SILVA,Manchester City,22.95,12.44
Manchester City v Liverpool,First Half,1964.10,David SILVA,Manchester City,22.66,12.61
Manchester City v Liverpool,First Half,1964.20,David SILVA,Manchester City,22.41,12.77
Manchester City v Liverpool,First Half,1964.30,David SILVA,Manchester City,22.19,12.91
Manchester City v Liverpool,First Half,1964.40,David SILVA,Manchester City,22.00,13.03
Manchester City v Liverpool,First Half,1964.50,David SILVA,Manchester City,21.86,13.13
Manchester City v Liverpool,First Half,1964.60,David SILVA,Manchester City,21.74,13.22
Manchester City v Liverpool,First Half,1964.70,David SILVA,Manchester City,21.67,13.33
Manchester City v Liverpool,First Half,1964.80,David SILVA,Manchester City,21.65,13.46
Manchester City v Liverpool,First Half,1964.90,David SILVA,Manchester City,21.68,13.60
Manchester City v Liverpool,First Half,1965.00,David SILVA,Manchester City,21.78,13.77
Manchester City v Liverpool,First Half,1965.10,David SILVA,Manchester City,21.93,13.97
Manchester City v Liverpool,First Half,1965.20,David SILVA,Manchester City,22.11,14.18
Manchester City v Liverpool,First Half,1965.30,David SILVA,Manchester City,22.28,14.36
Manchester City v Liverpool,First Half,1965.40,David SILVA,Manchester City,22.44,14.53
Manchester City v Liverpool,First Half,1965.50,David SILVA,Manchester City,22.59,14.67
Manchester City v Liverpool,First Half,1965.60,David SILVA,Manchester City,22.71,14.78
Manchester City v Liverpool,First Half,1965.70,David SILVA,Manchester City,22.80,14.85
Manchester City v Liverpool,First Half,1965.80,David SILVA,Manchester City,22.89,14.91
Manchester City v Liverpool,First Half,1965.90,David SILVA,Manchester City,22.98,14.95
Manchester City v Liverpool,First Half,1966.00,David SILVA,Manchester City,23.06,14.98
Manchester City v Liverpool,First Half,1966.10,David SILVA,Manchester City,23.14,15.00
Manchester City v Liverpool,First Half,1966.20,David SILVA,Manchester City,23.21,15.01
Manchester City v Liverpool,First Half,1966.30,David SILVA,Manchester City,23.26,15.02
Manchester City v Liverpool,First Half,1966.40,David SILVA,Manchester City,23.31,14.98
Manchester City v Liverpool,First Half,1966.50,David SILVA,Manchester City,23.36,14.91
Manchester City v Liverpool,First Half,1966.60,David SILVA,Manchester City,23.41,14.79
Manchester City v Liverpool,First Half,1966.70,David SILVA,Manchester City,23.46,14.65
Manchester City v Liverpool,First Half,1966.80,David SILVA,Manchester City,23.51,14.50
Manchester City v Liverpool,First Half,1966.90,David SILVA,Manchester City,23.55,14.33
Manchester City v Liverpool,First Half,1967.00,David SILVA,Manchester City,23.56,14.19
Manchester City v Liverpool,First Half,1967.10,David SILVA,Manchester City,23.55,14.07
Manchester City v Liverpool,First Half,1967.20,David SILVA,Manchester City,23.51,13.99
Manchester City v Liverpool,First Half,1967.30,David SILVA,Manchester City,23.45,13.91
Manchester City v Liverpool,First Half,1967.40,David SILVA,Manchester City,23.37,13.83
Manchester City v Liverpool,First Half,1967.50,David SILVA,Manchester City,23.27,13.77
Manchester City v Liverpool,First Half,1967.60,David SILVA,Manchester City,23.17,13.71
Manchester City v Liverpool,First Half,1967.70,David SILVA,Manchester City,23.07,13.65
Manchester City v Liverpool,First Half,1967.80,David SILVA,Manchester City,22.98,13.61
Manchester City v Liverpool,First Half,1967.90,David SILVA,Manchester City,22.90,13.57
Manchester City v Liverpool,First Half,1968.00,David SILVA,Manchester City,22.83,13.54
Manchester City v Liverpool,First Half,1968.10,David SILVA,Manchester City,22.78,13.51
Manchester City v Liverpool,First Half,1968.20,David SILVA,Manchester City,22.74,13.50
Manchester City v Liverpool,First Half,1968.30,David SILVA,Manchester City,22.71,13.48
Manchester City v Liverpool,First Half,1968.40,David SILVA,Manchester City,22.69,13.47
Manchester City v Liverpool,First Half,1968.50,David SILVA,Manchester City,22.67,13.46
Manchester City v Liverpool,First Half,1968.60,David SILVA,Manchester City,22.65,13.45
Manchester City v Liverpool,First Half,1968.70,David SILVA,Manchester City,22.64,13.45
Manchester City v Liverpool,First Half,1968.80,David SILVA,Manchester City,22.63,13.44
Manchester City v Liverpool,First Half,1968.90,David SILVA,Manchester City,22.62,13.44
Manchester City v Liverpool,First Half,1969.00,David SILVA,Manchester City,22.60,13.44
Manchester City v Liverpool,First Half,1969.10,David SILVA,Manchester City,22.58,13.43
Manchester City v Liverpool,First Half,1969.20,David SILVA,Manchester City,22.54,13.44
Manchester City v Liverpool,First Half,1969.30,David SILVA,Manchester City,22.48,13.45
Manchester City v Liverpool,First Half,1969.40,David SILVA,Manchester City,22.41,13.48
Manchester City v Liverpool,First Half,1969.50,David SILVA,Manchester City,22.34,13.52
Manchester City v Liverpool,First Half,1969.60,David SILVA,Manchester City,22.27,13.57
Manchester City v Liverpool,First Half,1969.70,David SILVA,Manchester City,22.19,13.64
Manchester City v Liverpool,First Half,1969.80,David SILVA,Manchester City,22.11,13.71
Manchester City v Liverpool,First Half,1969.90,David SILVA,Manchester City,22.05,13.78
Manchester City v Liverpool,First Half,1970.00,David SILVA,Manchester City,21.99,13.85
Manchester City v Liverpool,First Half,1970.10,David SILVA,Manchester City,21.93,13.91
Manchester City v Liverpool,First Half,1970.20,David SILVA,Manchester City,21.88,13.96
Manchester City v Liverpool,First Half,1970.30,David SILVA,Manchester City,21.83,14.01
Manchester City v Liverpool,First Half,1970.40,David SILVA,Manchester City,21.80,14.04
Manchester City v Liverpool,First Half,1970.50,David SILVA,Manchester City,21.77,14.06
Manchester City v Liverpool,First Half,1970.60,David SILVA,Manchester City,21.73,14.08
Manchester City v Liverpool,First Half,1970.70,David SILVA,Manchester City,21.68,14.09
Manchester City v Liverpool,First Half,1970.80,David SILVA,Manchester City,21.63,14.10
Manchester City v Liverpool,First Half,1970.90,David SILVA,Manchester City,21.55,14.10
Manchester City v Liverpool,First Half,1971.00,David SILVA,Manchester City,21.45,14.09
Manchester City v Liverpool,First Half,1971.10,David SILVA,Manchester City,21.34,14.08
Manchester City v Liverpool,First Half,1971.20,David SILVA,Manchester City,21.21,14.06
Manchester City v Liverpool,First Half,1971.30,David SILVA,Manchester City,21.06,13.95
Manchester City v Liverpool,First Half,1971.40,David SILVA,Manchester City,20.91,13.72
Manchester City v Liverpool,First Half,1971.50,David SILVA,Manchester City,20.77,13.47
Manchester City v Liverpool,First Half,1971.60,David SILVA,Manchester City,20.63,13.20
Manchester City v Liverpool,First Half,1971.70,David SILVA,Manchester City,20.52,12.91
Manchester City v Liverpool,First Half,1971.80,David SILVA,Manchester City,20.42,12.60
Manchester City v Liverpool,First Half,1971.90,David SILVA,Manchester City,20.34,12.38
Manchester City v Liverpool,First Half,1972.00,David SILVA,Manchester City,20.28,12.25
Manchester City v Liverpool,First Half,1972.10,David SILVA,Manchester City,20.22,12.13
Manchester City v Liverpool,First Half,1972.20,David SILVA,Manchester City,20.15,12.02
Manchester City v Liverpool,First Half,1972.30,David SILVA,Manchester City,20.08,11.92
Manchester City v Liverpool,First Half,1972.40,David SILVA,Manchester City,20.00,11.83
Manchester City v Liverpool,First Half,1972.50,David SILVA,Manchester City,19.92,11.76
Manchester City v Liverpool,First Half,1972.60,David SILVA,Manchester City,19.82,11.70
Manchester City v Liverpool,First Half,1972.70,David SILVA,Manchester City,19.74,11.64
Manchester City v Liverpool,First Half,1972.80,David SILVA,Manchester City,19.66,11.60
Manchester City v Liverpool,First Half,1972.90,David SILVA,Manchester City,19.58,11.58
Manchester City v Liverpool,First Half,1973.00,David SILVA,Manchester City,19.51,11.58
Manchester City v Liverpool,First Half,1973.10,David SILVA,Manchester City,19.45,11.60
Manchester City v Liverpool,First Half,1973.20,David SILVA,Manchester City,19.39,11.65
Manchester City v Liverpool,First Half,1973.30,David SILVA,Manchester City,19.34,11.72
Manchester City v Liverpool,First Half,1973.40,David SILVA,Manchester City,19.28,11.81
Manchester City v Liverpool,First Half,1973.50,David SILVA,Manchester City,19.23,11.92
Manchester City v Liverpool,First Half,1973.60,David SILVA,Manchester City,19.18,12.03
Manchester City v Liverpool,First Half,1973.70,David SILVA,Manchester City,19.13,12.16
Manchester City v Liverpool,First Half,1973.80,David SILVA,Manchester City,19.08,12.28
Manchester City v Liverpool,First Half,1973.90,David SILVA,Manchester City,19.04,12.39
Manchester City v Liverpool,First Half,1974.00,David SILVA,Manchester City,19.00,12.50
Manchester City v Liverpool,First Half,1974.10,David SILVA,Manchester City,18.97,12.59
Manchester City v Liverpool,First Half,1974.20,David SILVA,Manchester City,18.94,12.69
Manchester City v Liverpool,First Half,1974.30,David SILVA,Manchester City,18.90,12.79
Manchester City v Liverpool,First Half,1974.40,David SILVA,Manchester City,18.86,12.91
Manchester City v Liverpool,First Half,1974.50,David SILVA,Manchester City,18.81,13.05
Manchester City v Liverpool,First Half,1974.60,David SILVA,Manchester City,18.75,13.21
Manchester City v Liverpool,First Half,1974.70,David SILVA,Manchester City,18.69,13.39
Manchester City v Liverpool,First Half,1974.80,David SILVA,Manchester City,18.62,13.56
Manchester City v Liverpool,First Half,1974.90,David SILVA,Manchester City,18.55,13.71
Manchester City v Liverpool,First Half,1975.00,David SILVA,Manchester City,18.49,13.85
Manchester City v Liverpool,First Half,1975.10,David SILVA,Manchester City,18.43,13.96
Manchester City v Liverpool,First Half,1975.20,David SILVA,Manchester City,18.37,14.05
Manchester City v Liverpool,First Half,1975.30,David SILVA,Manchester City,18.33,14.10
Manchester City v Liverpool,First Half,1975.40,David SILVA,Manchester City,18.29,14.15
Manchester City v Liverpool,First Half,1975.50,David SILVA,Manchester City,18.24,14.19
Manchester City v Liverpool,First Half,1975.60,David SILVA,Manchester City,18.18,14.21
Manchester City v Liverpool,First Half,1975.70,David SILVA,Manchester City,18.11,14.23
Manchester City v Liverpool,First Half,1975.80,David SILVA,Manchester City,18.02,14.23
Manchester City v Liverpool,First Half,1975.90,David SILVA,Manchester City,17.92,14.23
Manchester City v Liverpool,First Half,1976.00,David SILVA,Manchester City,17.80,14.23
Manchester City v Liverpool,First Half,1976.10,David SILVA,Manchester City,17.69,14.22
Manchester City v Liverpool,First Half,1976.20,David SILVA,Manchester City,17.58,14.21
Manchester City v Liverpool,First Half,1976.30,David SILVA,Manchester City,17.47,14.20
Manchester City v Liverpool,First Half,1976.40,David SILVA,Manchester City,17.37,14.19
Manchester City v Liverpool,First Half,1976.50,David SILVA,Manchester City,17.27,14.17
Manchester City v Liverpool,First Half,1976.60,David SILVA,Manchester City,17.17,14.16
Manchester City v Liverpool,First Half,1976.70,David SILVA,Manchester City,17.04,14.16
Manchester City v Liverpool,First Half,1976.80,David SILVA,Manchester City,16.90,14.18
Manchester City v Liverpool,First Half,1976.90,David SILVA,Manchester City,16.73,14.21
Manchester City v Liverpool,First Half,1977.00,David SILVA,Manchester City,16.56,14.25
Manchester City v Liverpool,First Half,1977.10,David SILVA,Manchester City,16.40,14.30
Manchester City v Liverpool,First Half,1977.20,David SILVA,Manchester City,16.24,14.35
Manchester City v Liverpool,First Half,1977.30,David SILVA,Manchester City,16.10,14.40
Manchester City v Liverpool,First Half,1977.40,David SILVA,Manchester City,16.00,14.43
Manchester City v Liverpool,First Half,1977.50,David SILVA,Manchester City,15.93,14.45
Manchester City v Liverpool,First Half,1977.60,David SILVA,Manchester City,15.88,14.47
Manchester City v Liverpool,First Half,1977.70,David SILVA,Manchester City,15.83,14.49
Manchester City v Liverpool,First Half,1977.80,David SILVA,Manchester City,15.77,14.49
Manchester City v Liverpool,First Half,1977.90,David SILVA,Manchester City,15.70,14.50
Manchester City v Liverpool,First Half,1978.00,David SILVA,Manchester City,15.64,14.50
Manchester City v Liverpool,First Half,1978.10,David SILVA,Manchester City,15.57,14.49
Manchester City v Liverpool,First Half,1978.20,David SILVA,Manchester City,15.50,14.49
Manchester City v Liverpool,First Half,1978.30,David SILVA,Manchester City,15.43,14.48
Manchester City v Liverpool,First Half,1978.40,David SILVA,Manchester City,15.36,14.48
Manchester City v Liverpool,First Half,1978.50,David SILVA,Manchester City,15.31,14.47
Manchester City v Liverpool,First Half,1978.60,David SILVA,Manchester City,15.24,14.48
Manchester City v Liverpool,First Half,1978.70,David SILVA,Manchester City,15.15,14.52
Manchester City v Liverpool,First Half,1978.80,David SILVA,Manchester City,15.04,14.58
Manchester City v Liverpool,First Half,1978.90,David SILVA,Manchester City,14.94,14.65
Manchester City v Liverpool,First Half,1979.00,David SILVA,Manchester City,14.83,14.74
Manchester City v Liverpool,First Half,1979.10,David SILVA,Manchester City,14.72,14.83
Manchester City v Liverpool,First Half,1979.20,David SILVA,Manchester City,14.61,14.92
Manchester City v Liverpool,First Half,1979.30,David SILVA,Manchester City,14.51,14.98
Manchester City v Liverpool,First Half,1979.40,David SILVA,Manchester City,14.41,15.02
Manchester City v Liverpool,First Half,1979.50,David SILVA,Manchester City,14.30,15.06
Manchester City v Liverpool,First Half,1979.60,David SILVA,Manchester City,14.19,15.08
Manchester City v Liverpool,First Half,1979.70,David SILVA,Manchester City,14.08,15.09
Manchester City v Liverpool,First Half,1979.80,David SILVA,Manchester City,13.99,15.10
Manchester City v Liverpool,First Half,1979.90,David SILVA,Manchester City,13.91,15.11
Manchester City v Liverpool,First Half,1980.00,David SILVA,Manchester City,13.84,15.11
Manchester City v Liverpool,First Half,1980.10,David SILVA,Manchester City,13.78,15.12
Manchester City v Liverpool,First Half,1980.20,David SILVA,Manchester City,13.72,15.12
Manchester City v Liverpool,First Half,1980.30,David SILVA,Manchester City,13.66,15.11
Manchester City v Liverpool,First Half,1980.40,David SILVA,Manchester City,13.57,15.14
Manchester City v Liverpool,First Half,1980.50,David SILVA,Manchester City,13.44,15.20
Manchester City v Liverpool,First Half,1980.60,David SILVA,Manchester City,13.31,15.27
Manchester City v Liverpool,First Half,1980.70,David SILVA,Manchester City,13.18,15.35
Manchester City v Liverpool,First Half,1980.80,David SILVA,Manchester City,13.06,15.44
Manchester City v Liverpool,First Half,1980.90,David SILVA,Manchester City,12.93,15.55
Manchester City v Liverpool,First Half,1981.00,David SILVA,Manchester City,12.83,15.63
Manchester City v Liverpool,First Half,1981.10,David SILVA,Manchester City,12.77,15.68
Manchester City v Liverpool,First Half,1981.20,David SILVA,Manchester City,12.71,15.73
Manchester City v Liverpool,First Half,1981.30,David SILVA,Manchester City,12.66,15.78
Manchester City v Liverpool,First Half,1981.40,David SILVA,Manchester City,12.61,15.82
Manchester City v Liverpool,First Half,1981.50,David SILVA,Manchester City,12.57,15.86
Manchester City v Liverpool,First Half,1981.60,David SILVA,Manchester City,12.53,15.89
Manchester City v Liverpool,First Half,1981.70,David SILVA,Manchester City,12.49,15.92
Manchester City v Liverpool,First Half,1981.80,David SILVA,Manchester City,12.43,15.94
Manchester City v Liverpool,First Half,1981.90,David SILVA,Manchester City,12.37,15.96
Manchester City v Liverpool,First Half,1982.00,David SILVA,Manchester City,12.30,15.96
Manchester City v Liverpool,First Half,1982.10,David SILVA,Manchester City,12.20,15.96
Manchester City v Liverpool,First Half,1982.20,David SILVA,Manchester City,12.07,15.95
Manchester City v Liverpool,First Half,1982.30,David SILVA,Manchester City,11.93,15.93
Manchester City v Liverpool,First Half,1982.40,David SILVA,Manchester City,11.76,15.91
Manchester City v Liverpool,First Half,1982.50,David SILVA,Manchester City,11.59,15.89
Manchester City v Liverpool,First Half,1982.60,David SILVA,Manchester City,11.41,15.87
Manchester City v Liverpool,First Half,1982.70,David SILVA,Manchester City,11.25,15.84
Manchester City v Liverpool,First Half,1982.80,David SILVA,Manchester City,11.11,15.82
Manchester City v Liverpool,First Half,1982.90,David SILVA,Manchester City,10.99,15.81
Manchester City v Liverpool,First Half,1983.00,David SILVA,Manchester City,10.89,15.79
Manchester City v Liverpool,First Half,1983.10,David SILVA,Manchester City,10.82,15.78
Manchester City v Liverpool,First Half,1983.20,David SILVA,Manchester City,10.76,15.77
Manchester City v Liverpool,First Half,1983.30,David SILVA,Manchester City,10.71,15.76
Manchester City v Liverpool,First Half,1983.40,David SILVA,Manchester City,10.67,15.76
Manchester City v Liverpool,First Half,1983.50,David SILVA,Manchester City,10.63,15.75
Manchester City v Liverpool,First Half,1983.60,David SILVA,Manchester City,10.59,15.75
Manchester City v Liverpool,First Half,1983.70,David SILVA,Manchester City,10.54,15.74
Manchester City v Liverpool,First Half,1983.80,David SILVA,Manchester City,10.46,15.73
Manchester City v Liverpool,First Half,1983.90,David SILVA,Manchester City,10.37,15.71
Manchester City v Liverpool,First Half,1984.00,David SILVA,Manchester City,10.25,15.70
Manchester City v Liverpool,First Half,1984.10,David SILVA,Manchester City,10.13,15.68
Manchester City v Liverpool,First Half,1984.20,David SILVA,Manchester City,10.01,15.66
Manchester City v Liverpool,First Half,1984.30,David SILVA,Manchester City,9.88,15.61
Manchester City v Liverpool,First Half,1984.40,David SILVA,Manchester City,9.75,15.54
Manchester City v Liverpool,First Half,1984.50,David SILVA,Manchester City,9.62,15.44
Manchester City v Liverpool,First Half,1984.60,David SILVA,Manchester City,9.49,15.33
Manchester City v Liverpool,First Half,1984.70,David SILVA,Manchester City,9.35,15.21
Manchester City v Liverpool,First Half,1984.80,David SILVA,Manchester City,9.18,15.07
Manchester City v Liverpool,First Half,1984.90,David SILVA,Manchester City,9.02,14.95
Manchester City v Liverpool,First Half,1985.00,David SILVA,Manchester City,8.86,14.85
Manchester City v Liverpool,First Half,1985.10,David SILVA,Manchester City,8.69,14.76
Manchester City v Liverpool,First Half,1985.20,David SILVA,Manchester City,8.51,14.68
Manchester City v Liverpool,First Half,1985.30,David SILVA,Manchester City,8.30,14.60
Manchester City v Liverpool,First Half,1985.40,David SILVA,Manchester City,8.07,14.53
Manchester City v Liverpool,First Half,1985.50,David SILVA,Manchester City,7.85,14.46
